term,home_ownership,purpose,verification_status,loan_status,loan_amnt,funded_amnt,funded_amnt_inv,annual_inc,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
60 months,RENT,other,Source Verified,Fully Paid,10000,10000,9875,42840,13.23,228.71,11.09,0,0,5,0,18951,17,10743.87002,10609.57,10000,743.87,9374.74,0
36 months,MORTGAGE,car,Source Verified,Fully Paid,14400,14400,14325,90000,7.66,448.99,12.23,0,0,8,0,29518,19,15532.72756,15451.83,14400,1132.73,9283.18,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,12000,12000,12000,124000,14.59,413.58,15.36,2,0,16,0,30232,29,14889.25823,14889.26,12000,2889.26,423.81,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6500,6500,6475,18000,7.74,202.93,18,0,0,5,0,2816,12,7172.543206,7144.95,6500,672.54,2913.62,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,19000,19000,19000,105000,11.99,630.99,9.99,0,0,7,0,17225,34,22715.25852,22715.26,19000,3715.26,633.13,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,15000,15000,9813.37516,70000,11.89,497.46,6.19,0,0,7,0,16476,18,17774.45875,11201.55,14999.99,2774.47,3883.2,0
36 months,OWN,other,Not Verified,Fully Paid,2000,2000,1975,98000,7.37,62.1,0,0,0,9,0,5235,22,2235.320941,2207.38,2000,235.33,68.32,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,3500,3500,3500,34000,14.27,120.09,20.19,0,0,9,0,11097,14,4322.847207,4322.85,3500,822.85,128.59,0
36 months,MORTGAGE,wedding,Source Verified,Fully Paid,3000,3000,3000,112500,13.35,101.59,11.84,0,0,8,0,16398,27,3657.416032,3657.42,3000,657.42,109.69,0
36 months,RENT,other,Not Verified,Fully Paid,5000,5000,5000,67596,11.86,165.74,9.55,0,0,4,0,5257,6,5967.318071,5967.32,5000,967.32,189.74,0
60 months,RENT,debt_consolidation,Verified,Current,22000,22000,21900,84000,17.27,549.96,13.8,0,1,11,0,20579,36,29648.31,29513.86,18837.22,10811.09,549.96,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Charged Off,35000,35000,35000,254616,21.36,953.97,12.56,1,3,17,0,35860,63,5721.3,5721.3,2075.4,3645.9,953.97,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,10000,10000,9950,50000,7.29,310.1,5.66,0,0,12,0,8613,20,10856.67728,10802.39,10000,856.68,2851.52,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,15000,15000,15000,91980,16.49,531,14.35,0,1,8,0,10923,29,19108.40989,19108.41,15000,4108.41,1066.37,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,9050,9050,9046.130437,108000,5.42,272.95,24.73,0,1,12,0,5315,42,9379.835926,9375.34,9050,329.84,7203.61,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,5000,5000,4350.13,38000,9.76,160.78,4.45,0,2,9,0,9877,19,5787.793997,5016.19,5000,787.79,170.7,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,15000,15000,14950,109000,14.46,352.62,5.21,0,0,6,0,13844,16,21050.48003,20980.31,15000,6035.48,3097.59,0
36 months,RENT,home_improvement,Verified,Fully Paid,7000,7000,6650,83000,13.49,237.52,16.83,0,2,4,0,26109,17,8542.533032,8115.41,7000,1542.53,718.62,0
36 months,RENT,educational,Verified,Fully Paid,18000,18000,16026.94424,58000,13.48,610.64,8.69,0,2,6,0,3074,10,20892.94268,18108.99,18000,2892.94,10532.77,0
36 months,MORTGAGE,other,Verified,Fully Paid,25000,25000,24700,168000,13.06,843.08,8.53,0,2,9,0,546,20,30351.25468,29987.04,24999.99,5351.26,884.81,0
60 months,OWN,debt_consolidation,Source Verified,Fully Paid,12000,12000,11750,60000,12.69,271.14,17.62,0,0,7,0,11082,12,12376.11535,12118.28,12000,376.12,11839.55,0
36 months,OWN,home_improvement,Not Verified,Charged Off,4000,4000,4000,37200,17.19,142.99,9.35,0,0,6,0,4598,14,458.18,458.18,172.26,113.12,142.99,1
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,5000,5000,5000,36000,11.12,109.02,17.6,0,2,23,0,3711,42,5519.46536,5519.47,5000,519.47,106.37,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,20000,20000,19900,170000,14.84,691.75,7.41,0,1,17,0,38847,54,21400.19304,21293.19,20000,1400.19,17954.16,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,4800,4800,4800,56048,6.39,146.88,16.55,0,2,10,0,5182,32,4850.900197,4850.9,4800,50.9,4704.81,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,4000,4000,4000,30000,14.17,137.05,23.48,0,1,6,0,3221,9,4933.400083,4933.4,4000,933.4,150.53,0
60 months,MORTGAGE,other,Verified,Current,5000,5000,4975,22992,10.99,108.69,16.39,1,0,4,0,6201,9,6289.92,6258.5,4776.45,1513.47,108.69,0
36 months,MORTGAGE,car,Not Verified,Fully Paid,8400,8400,8400,28800,9.63,269.59,7.71,0,0,4,1,3955,12,9705.137314,9705.14,8400,1305.14,285.48,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,24000,24000,23312.51318,60000,16.45,849.06,21.78,0,0,8,0,35819,8,30567.44762,29601.71,24000,6567.45,888.17,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,14500,14500,14443.46619,45600,13.98,495.44,24.68,0,0,13,0,14528,17,17837.13758,17766.28,14500,3337.14,527.22,0
36 months,RENT,car,Not Verified,Fully Paid,3500,3500,3500,74400,7.29,108.54,13.65,0,1,6,0,1117,12,3521.55,3521.55,3500,21.55,3521.68,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,5000,5000,5000,65000,13.99,170.87,22.06,0,2,4,0,0,12,5428.72944,5428.73,5000,428.73,4235.88,0
36 months,RENT,medical,Not Verified,Fully Paid,3600,3600,3575,25000,8.94,114.38,16.56,0,1,10,0,402,12,4103.693648,4075.2,3600,503.69,42.16,0
36 months,RENT,major_purchase,Not Verified,Fully Paid,2800,2800,2800,21168,14.22,96,19.9,0,1,12,0,1779,15,3457.096307,3457.1,2800,657.1,9.26,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,5000,5000,5000,1.00E+05,6.03,152.18,2.4,0,0,8,0,2930,12,5478.387981,5478.39,5000,478.39,155.94,0
36 months,MORTGAGE,other,Verified,Fully Paid,6000,6000,5306.818492,81000,6.17,183,8.07,0,0,16,0,20839,45,6588.019068,5782.82,6000,588.02,185.97,0
36 months,OWN,home_improvement,Not Verified,Fully Paid,1200,1200,1200,26000,10.99,39.29,10.71,0,1,8,0,8797,17,1387.226374,1387.23,1200,187.23,488.77,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,55000,5.42,180.96,16.36,0,0,5,0,4516,15,6514.848702,6514.85,6000,514.85,187.89,0
36 months,RENT,debt_consolidation,Not Verified,Charged Off,6000,6000,5424.997258,58800,11.97,199.2,6,1,0,4,0,3831,6,4321.66,3907.48,3235.58,947.27,413.4,1
60 months,MORTGAGE,car,Verified,Fully Paid,9600,9600,9566.1982,92000,10.99,208.68,22.93,0,1,12,0,4409,30,12269.54001,12222.38,9600,2669.54,3518.1,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,3000,3000,3000,65004,13.61,101.97,3.71,0,0,8,1,4509,17,3667.624744,3667.62,3000,667.62,319.66,0
60 months,RENT,wedding,Source Verified,Fully Paid,12000,12000,11781.1696,65000,14.79,284.16,24.74,0,2,11,0,33049,24,16678.28407,16252.04,12000,4678.28,880.2,0
36 months,MORTGAGE,small_business,Not Verified,Charged Off,11000,11000,8609.620403,42000,10.59,358,14.94,0,0,5,0,477,28,6447.71,3338.11,4641.1,1441.19,366,1
36 months,RENT,debt_consolidation,Verified,Fully Paid,9000,9000,8975,51000,10.99,294.61,19.93,0,0,13,0,11209,19,9670.975489,9644.11,9000,670.98,83.05,0
36 months,OWN,major_purchase,Source Verified,Fully Paid,2400,2400,2400,19200,10.59,78.11,0.63,0,0,3,0,174,4,2421.66,2421.66,2400,21.66,2422.21,0
36 months,MORTGAGE,wedding,Not Verified,Fully Paid,7200,7200,7200,43000,10.59,234.33,14.08,0,0,6,0,4798,14,8407.784372,8407.78,7200,1207.78,307.72,0
36 months,OWN,credit_card,Not Verified,Fully Paid,12800,12800,12800,80000,13.49,434.31,18.43,1,1,6,0,13412,16,15328.78261,15328.78,12800,2528.78,4920.54,0
60 months,MORTGAGE,home_improvement,Not Verified,Charged Off,7500,7500,7475,57000,11.12,163.52,4.65,0,1,4,0,1261,12,1629.8,1624.4,977.15,652.65,163.52,1
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,8000,8000,8000,45000,6.99,246.99,4.32,0,1,8,0,4574,24,8891.25,8891.25,8000,891.25,251.71,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,12000,12000,11950,50376,15.7,289.91,11.1,0,0,5,0,20613,17,17394.36792,17321.89,12000,5394.37,311.31,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,10000,10000,10000,120000,12.73,335.67,17.4,1,0,8,0,29476,20,10690.85058,10690.85,10000,690.85,12.29,0
36 months,RENT,home_improvement,Not Verified,Fully Paid,4000,4000,2475,32400,10.08,129.22,16.26,0,1,6,0,2352,10,4372.208137,2705.31,4000,372.21,2825.89,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,6000,6000,5472.854719,30000,7.51,186.67,6.12,0,0,12,0,1812,14,6631.405443,6046.17,6000,631.41,2352.67,0
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,15000,15000,15000,98500,18.79,387.38,23.81,0,1,13,0,17083,28,22860.91005,22860.91,15000,7860.91,326.03,0
60 months,OWN,debt_consolidation,Verified,Fully Paid,11200,11200,11200,25800,14.17,261.6,17.77,0,3,10,0,4655,19,15588.83001,15588.83,11200,4388.83,1968.92,0
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,12000,12000,12000,125000,11.11,393.5,12.49,4,2,11,0,8995,37,14165.57522,14165.58,12000,2165.58,447.84,0
36 months,MORTGAGE,credit_card,Verified,Fully Paid,8750,8750,5406.487437,86610,12.72,293.65,20.12,0,1,22,0,25965,49,10561.89849,6362.81,8749.99,1811.91,894.26,0
36 months,MORTGAGE,major_purchase,Verified,Fully Paid,6000,6000,6000,154000,5.79,181.97,1.68,0,1,9,0,277,45,6317.762481,6317.76,6000,317.76,4144.88,0
60 months,RENT,major_purchase,Source Verified,Fully Paid,25000,16425,16022.59957,68500,13.23,375.66,4.08,0,1,9,0,11667,11,20867.15244,20311.65,16425,4442.15,2352.66,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,14400,14400,14400,75000,13.92,491.58,16.24,0,3,11,0,9950,30,17542.32209,17542.32,14400,3142.32,3797.18,0
36 months,MORTGAGE,small_business,Not Verified,Does not meet the credit policy. Status:Fully Paid,12000,12000,3060.33,1.00E+05,14.38,412.35,11.4,0,15,17,0,37367,38,14862.2512,3775.9,12000,2862.25,410.31,0
60 months,RENT,debt_consolidation,Verified,Charged Off,3600,3600,3600,15000,17.93,91.28,1.28,0,3,2,0,463,3,1145.72,1145.72,443.36,557.86,91.28,1
60 months,OWN,major_purchase,Verified,Fully Paid,15000,11525,11500,41676,17.14,287.3,1.3,0,0,2,0,3053,10,17237.45717,17200.07,11525,5712.46,286.75,0
60 months,RENT,debt_consolidation,Verified,Fully Paid,8000,8000,8000,49000,14.46,188.06,17.95,0,2,10,0,6945,11,11300.78462,11300.78,8000,3285.78,2.19,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,8000,8000,8000,82000,11.99,265.68,24.41,0,3,19,0,14223,32,9564.319371,9564.32,8000,1564.32,267.29,0
36 months,MORTGAGE,home_improvement,Verified,Fully Paid,20000,20000,19975,109000,6.54,613.35,8.19,0,2,11,0,7022,33,21988.81651,21961.33,20000,1988.82,4830.91,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,6000,6000,6000,82531.8,6.62,184.23,20.02,0,1,14,0,20485,58,6625.921658,6625.92,6000,625.92,746.16,0
36 months,MORTGAGE,major_purchase,Verified,Fully Paid,10000,10000,10000,150000,5.42,301.6,12.25,0,0,11,0,116063,22,10857.54,10857.54,10000,857.54,314.42,0
60 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,25000,16225,9300,65004,17.56,408.14,10.15,0,1,7,0,19633,23,18429.26306,10563.46,16225,2204.26,14024.95,0
36 months,RENT,credit_card,Verified,Fully Paid,8000,8000,8000,115000,11.71,264.61,2.07,0,2,7,0,11577,12,9525.87,9525.87,8000,1525.87,279.46,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,5400,5400,5400,78000,7.88,168.92,11.86,0,0,13,0,23947,19,6057.928688,6057.93,5400,657.93,1167.95,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,10000,10000,9000,47091,7.14,309.4,14.35,0,1,10,0,3018,32,11087.49309,9978.74,10000,1087.49,2441.44,0
60 months,MORTGAGE,other,Source Verified,Fully Paid,10000,10000,9825,117000,15.95,242.92,5.61,0,2,8,0,2869,21,13839.54642,13597.35,10000,3839.55,4879.97,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,12000,12000,11875,80000,5.79,363.93,4.18,0,0,8,0,15030,30,12840.57775,12706.82,12000,840.58,6320.48,0
36 months,RENT,other,Not Verified,Fully Paid,3000,3000,3000,35500,11.86,99.45,23.43,0,1,13,0,7305,21,3545.778473,3545.78,3000,545.78,871.84,0
36 months,OWN,home_improvement,Not Verified,Fully Paid,10000,10000,9950,141000,7.49,311.02,4.06,0,3,5,0,0,9,11196.56943,11140.59,10000,1196.57,357.12,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,2250,2250,2225,52500,5.42,67.86,16.43,0,0,9,0,4425,25,2442.289367,2415.15,2250,192.29,208.76,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,8000,8000,8000,50000,10.59,260.36,3.89,0,3,3,0,4693,12,9076.174889,9076.17,8000,1076.17,1859.04,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,18000,18000,15732.70575,80000,10.59,585.81,7.15,0,0,6,0,26508,18,20070.3477,17155.55,18000,2070.35,11294.94,0
36 months,MORTGAGE,other,Not Verified,Fully Paid,12000,12000,7274.00035,78996,13.16,405.25,17.96,2,1,11,0,754,25,14434.33819,8174.79,12000,2434.34,3497.33,0
36 months,MORTGAGE,home_improvement,Source Verified,Fully Paid,1000,1000,1000,35138.4,9.99,32.27,15.03,0,1,7,0,24931,26,1062.513596,1062.51,1000,62.51,585.83,0
36 months,OWN,wedding,Not Verified,Fully Paid,25000,25000,23311.70115,95000,16.32,882.89,21.66,0,1,7,0,11339,19,31785.08509,29229.12,25000,6785.09,904.03,0
60 months,MORTGAGE,credit_card,Verified,Fully Paid,8675,8675,8625,40000,16.32,212.44,12.96,0,1,3,0,9241,28,11648.93431,11581.79,8675,2973.93,5285.51,0
36 months,MORTGAGE,small_business,Verified,Charged Off,12000,12000,11975,57600,17.88,433.11,18.52,0,3,18,0,10639,30,6055.42,6042.82,3921.32,2134.1,433.11,1
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,6000,6000,5975,90000,7.88,187.69,15.33,0,5,13,0,8453,32,6756.926812,6728.77,6000,756.93,195.29,0
36 months,RENT,debt_consolidation,Not Verified,Fully Paid,8000,8000,7950,58000,11.36,263.29,13.1,0,0,3,0,2856,10,9427.321395,9368.4,8000,1427.32,1804.88,0
36 months,RENT,major_purchase,Verified,Fully Paid,12000,12000,11850,55500,7.88,375.38,0,0,1,5,0,0,15,12079.64,11928.64,12000,79.64,12082.26,0
36 months,RENT,other,Source Verified,Fully Paid,1500,1500,1500,50400,6.03,45.66,12.33,0,0,15,0,1690,30,1641.573026,1641.57,1500,126.57,577.41,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,16800,16800,16800,123531.24,15.57,404.72,18.87,0,0,14,0,112875,45,19021.84,19021.84,11966.05,7019.91,404.72,1
36 months,RENT,debt_consolidation,Verified,Does not meet the credit policy. Status:Fully Paid,22000,22000,22000,125004,21.64,836.1,14.13,0,5,9,0,20098,29,28463.394,28463.39,22000,6463.39,11746.78,0
36 months,MORTGAGE,house,Source Verified,Fully Paid,12000,12000,11950,99000,6.03,365.23,2.21,0,0,9,0,8052,25,12232.87021,12181.9,12000,232.87,11139.51,0
36 months,MORTGAGE,major_purchase,Verified,Fully Paid,3500,3500,3500,60000,12.99,117.92,10.04,0,0,4,0,1248,11,4189.97413,4189.97,3500,689.97,1129.29,0
36 months,RENT,credit_card,Source Verified,Fully Paid,1875,1875,1875,14400,13.49,63.62,18.83,1,2,8,0,5342,23,2301.766959,2301.77,1875,411.77,257.82,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,12000,12000,12000,63000,10.37,389.3,9.66,0,0,9,0,18550,25,14014.55407,14014.55,12000,2014.55,399.44,0
36 months,MORTGAGE,home_improvement,Not Verified,Does not meet the credit policy. Status:Fully Paid,15000,15000,14970.94373,233000,13.11,506.18,3.65,1,0,4,0,191315,13,18223.36682,18182.93,15000,3223.37,539.04,0
60 months,RENT,car,Source Verified,Fully Paid,10750,10750,10725,36960,15.23,257.05,18.44,0,2,11,0,7765,28,15041.85001,15006.87,10750,4291.85,4014.16,0
36 months,RENT,medical,Verified,Charged Off,1000,1000,1000,18000,13.49,33.94,17.6,0,1,6,1,1411,20,703.21,703.21,502.9,171.9,33.94,1
60 months,RENT,other,Not Verified,Fully Paid,2000,2000,1975,16000,10.99,43.48,23.18,0,0,6,0,2948,8,2489.077078,2457.96,2000,489.08,1015.42,0
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,10000,10000,9800,88000,8.94,317.72,15.35,0,1,9,0,19490,29,11438.57285,11209.8,10000,1438.57,349.39,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,12000,12000,11600,97000,8.49,378.76,13.29,0,0,18,0,24572,55,12753.65515,12328.53,12000,753.66,9370.1,0
36 months,OWN,debt_consolidation,Verified,Does not meet the credit policy. Status:Fully Paid,25000,25000,24600,250000,11.83,828.35,15.7,0,0,19,0,290341,42,29820.53596,29343.41,25000,4820.54,895.78,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,24800,24800,24665.11075,87000,12.53,829.97,5.9,0,0,5,0,0,21,29879.78251,29715.9,24800,5079.78,882.81,0
60 months,RENT,debt_consolidation,Source Verified,Current,7200,7200,7200,103000,17.27,179.99,10.53,0,1,11,0,8547,21,9695.8,9695.8,6160.75,3535.05,179.99,0
36 months,MORTGAGE,debt_consolidation,Source Verified,Fully Paid,8000,8000,8000,40000,10.74,260.93,13.02,0,1,9,0,15702,24,9393.72053,9393.72,8000,1393.72,272.98,0
36 months,RENT,credit_card,Not Verified,Fully Paid,4500,4500,4475,70000,6.62,138.17,24.36,0,0,12,0,18914,24,4973.980001,4946.35,4500,473.98,149.35,0
36 months,MORTGAGE,credit_card,Not Verified,Charged Off,2200,2200,2200,45000,7.49,68.43,10.98,0,0,9,1,6434,15,1119.38,1119.38,866.43,176.97,90.86,1
36 months,MORTGAGE,credit_card,Not Verified,Fully Paid,10000,10000,10000,63000,10.59,325.45,14.7,0,0,10,0,7194,20,11674.7247,11674.72,10000,1674.72,1928.79,0
60 months,RENT,credit_card,Verified,Charged Off,7500,7500,7500,25000,14.79,177.6,14.69,0,1,11,0,6595,20,7390.84,7390.84,4223.03,2688.37,177.6,1
36 months,RENT,other,Not Verified,Fully Paid,17000,17000,16742.83913,41400,12.87,571.77,18.03,0,0,4,0,3629,15,20584.0758,20254.49,16999.99,3584.08,578.93,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,18000,18000,18000,43264,11.49,395.78,18.42,0,0,6,0,13659,13,23737.05001,23737.05,18000,5737.05,1213.54,0
60 months,MORTGAGE,credit_card,Source Verified,Fully Paid,15000,15000,13431.41767,44300,11.11,326.96,17.31,0,0,7,0,16309,18,18683.68548,16105.14,15000,3683.69,5936.42,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,15000,15000,14975,156000,13.57,509.53,8.88,0,1,6,0,92755,14,18344.45243,18313.88,15000,3344.45,560.6,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,9500,9500,9500,35004,11.99,315.5,11.28,0,2,9,0,9,16,10273.79695,10273.8,9500,773.8,7750.96,0
60 months,MORTGAGE,debt_consolidation,Not Verified,Charged Off,18000,18000,17750,60000,12.99,409.47,19.66,0,0,9,0,22107,23,20064.04,19784.7,13712.62,6287.44,409.47,1
36 months,MORTGAGE,car,Not Verified,Charged Off,5500,5500,5500,36780,8.49,173.6,16.54,0,2,8,0,8926,27,4894.82,4894.82,3975.3,692.73,173.6,1
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,9600,7200,2584.74,62892,11.03,235.83,21.83,0,2,14,0,12025,21,8489.472347,2925.32,7199.97,1289.5,237.94,0
36 months,RENT,debt_consolidation,Verified,Fully Paid,13050,13050,13050,63000,11.48,430.24,13.33,0,0,8,0,13046,16,14736.89505,14736.9,13050,1686.9,5863.04,0
60 months,OWN,car,Source Verified,Fully Paid,6000,6000,5950,67000,13.23,137.23,18.56,0,0,18,0,30727,33,7683.857185,7619.83,6000,1683.86,1540.56,0
60 months,RENT,debt_consolidation,Source Verified,Fully Paid,16000,16000,15975,75000,17.99,406.21,21.22,0,2,11,0,7666,54,17625.37142,17597.83,16000,1625.37,15194.43,0
60 months,OWN,major_purchase,Not Verified,Does not meet the credit policy. Status:Charged Off,8400,8400,8350,48000,17.19,209.63,17.18,1,5,10,0,4362,25,6078.54,6042.49,3174.53,2889.08,209.63,1
60 months,RENT,debt_consolidation,Source Verified,Charged Off,17000,17000,16975,62000,17.14,423.78,14.63,0,3,14,0,16339,26,11865.32,11847.94,6168.38,5681.78,423.78,1
36 months,RENT,credit_card,Not Verified,Fully Paid,3400,3400,3375,40000,6.92,104.86,7.29,0,1,5,0,53,14,3695.49801,3668.33,3400,295.5,1706.41,0
36 months,MORTGAGE,home_improvement,Not Verified,Fully Paid,4025,4025,4025,106000,7.49,125.19,15.44,1,5,7,0,656,13,4491.126766,4491.13,4025,466.13,878.08,0
36 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,30000,30000,30000,110000,9.91,966.75,23.64,0,1,17,0,110856,47,34685.45601,34685.46,30000,4685.46,5698.63,0
36 months,OWN,debt_consolidation,Source Verified,Fully Paid,4200,4200,4200,21600,7.49,130.63,8.61,0,0,4,0,2718,10,4699.913617,4699.91,4200,499.91,73.18,0
36 months,RENT,debt_consolidation,Source Verified,Fully Paid,12000,12000,11950,38001.6,6.17,365.99,14.05,0,0,9,0,5051,21,13164.6757,13109.82,12000,1164.68,1464.26,0
36 months,RENT,other,Not Verified,Does not meet the credit policy. Status:Charged Off,4600,4600,4600,75000,15.68,161.01,8,0,4,21,1,6909,53,0,0,0,0,0,1
60 months,MORTGAGE,debt_consolidation,Verified,Fully Paid,23500,23450,22995.23096,112000,16.82,580.53,18.16,0,0,9,1,16141,20,34824.98832,33921.52,23450,11374.99,1201.06,0
36 months,MORTGAGE,credit_card,Verified,Fully Paid,20000,20000,20000,70000,14.27,686.18,6.21,0,1,6,0,12377,14,24002.34106,24002.34,20000,4002.34,8922.33,0
36 months,MORTGAGE,educational,Not Verified,Fully Paid,15000,15000,6996.564391,70400,12.84,504.27,11.42,0,1,17,0,27576,38,15317.56759,7143.24,15000,317.57,14814.43,0
60 months,RENT,major_purchase,Verified,Fully Paid,12000,12000,12000,55000,15.58,289.15,7.35,0,1,3,0,5682,5,17348.59894,17348.6,12000,5348.6,311.53,0
36 months,RENT,major_purchase,Verified,Fully Paid,6000,6000,5950.069444,23000,8.88,190.47,1.41,0,0,5,0,929,7,6602.229714,6538.79,6000,602.23,3562.48,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,17400,17400,17400,1.00E+05,16.07,612.38,9.9,0,2,17,0,12487,56,22047.58093,22047.58,17400,4647.58,689.39,0
36 months,MORTGAGE,debt_consolidation,Not Verified,Fully Paid,10000,10000,10000,80000,6.03,304.36,12.99,0,0,7,0,27644,17,10840.60453,10840.6,10000,840.6,3845.46,0
